pm_event_id,asset_id,pm_date,next_failure_event_id,next_failure_date,days_to_next_failure,failure_found_flag,ontime_flag,delay_days,pm_total_cost,failure_total_cost,failure_category
PM_000253,GEN_0027,2024-01-13,FAIL_000130,2024-06-12,151.0,1,1,2,992.77,797.37,Battery
PM_000254,GEN_0027,2024-04-16,FAIL_000130,2024-06-12,57.0,1,1,-5,548.03,797.37,Battery
PM_000255,GEN_0027,2024-07-22,FAIL_000131,2024-08-07,16.0,1,1,6,947.09,1150.88,Battery
PM_000256,GEN_0027,2024-11-02,FAIL_000132,2024-11-29,27.0,1,1,4,630.7,436.4,Battery
PM_000257,GEN_0027,2025-02-07,FAIL_000134,2025-10-02,237.0,1,1,-5,576.64,1190.19,Battery
PM_000258,GEN_0027,2025-05-15,FAIL_000134,2025-10-02,140.0,1,1,3,750.67,1190.19,Battery
PM_000259,GEN_0027,2025-08-10,FAIL_000134,2025-10-02,53.0,1,1,-5,924.58,1190.19,Battery
PM_000260,GEN_0027,2025-11-20,,,,0,1,0,609.56,,
PM_000261,GEN_0028,2023-04-02,FAIL_000135,2023-04-27,25.0,1,1,3,470.25,1500.66,Cooling
PM_000262,GEN_0028,2023-07-28,FAIL_000136,2023-08-06,9.0,1,0,19,600.94,577.97,Fuel
PM_000263,GEN_0028,2023-11-16,FAIL_000137,2025-02-12,454.0,1,0,10,651.2,1496.97,Fuel
PM_000264,GEN_0028,2024-02-11,FAIL_000137,2025-02-12,367.0,1,1,-5,388.99,1496.97,Fuel
PM_000265,GEN_0028,2024-06-08,FAIL_000137,2025-02-12,249.0,1,0,17,275.42,1496.97,Fuel
PM_000266,GEN_0028,2024-09-14,FAIL_000137,2025-02-12,151.0,1,0,12,548.04,1496.97,Fuel
PM_000267,GEN_0028,2024-12-26,FAIL_000137,2025-02-12,48.0,1,0,12,581.41,1496.97,Fuel
PM_000268,GEN_0028,2025-04-10,FAIL_000138,2025-04-26,16.0,1,0,22,585.8,1015.52,Cooling
PM_000269,GEN_0028,2025-08-15,FAIL_000139,2025-09-29,45.0,1,0,27,813.07,1971.01,Oil
PM_000270,GEN_0028,2025-12-09,,,,0,0,15,593.77,,
PM_000271,GEN_0029,2023-04-30,FAIL_000140,2023-07-24,85.0,1,1,-5,740.17,1456.33,Fuel
PM_000272,GEN_0029,2023-12-04,FAIL_000141,2024-03-03,90.0,1,0,30,823.19,1224.57,Fuel
PM_000273,GEN_0029,2024-06-17,FAIL_000143,2024-07-28,41.0,1,0,16,800.11,900.72,Alternator
PM_000274,GEN_0029,2024-12-20,FAIL_000144,2025-04-08,109.0,1,0,18,625.48,1155.46,Fuel
PM_000275,GEN_0029,2025-07-10,,,,0,0,11,748.24,,
PM_000276,GEN_0029,2026-01-09,,,,0,0,12,559.64,,
PM_000277,GEN_0030,2023-03-27,FAIL_000145,2023-10-22,209.0,1,1,5,499.24,1126.64,Fuel
PM_000278,GEN_0030,2023-06-15,FAIL_000145,2023-10-22,129.0,1,1,0,773.54,1126.64,Fuel
PM_000279,GEN_0030,2023-09-29,FAIL_000145,2023-10-22,23.0,1,1,4,864.53,1126.64,Fuel
PM_000280,GEN_0030,2024-01-20,FAIL_000146,2024-06-09,141.0,1,0,22,615.96,1546.73,Battery
PM_000281,GEN_0030,2024-05-02,FAIL_000146,2024-06-09,38.0,1,0,22,596.66,1546.73,Battery
PM_000282,GEN_0030,2024-07-21,FAIL_000148,2025-04-06,259.0,1,1,-5,637.16,1319.31,Control Panel
PM_000283,GEN_0030,2024-10-31,FAIL_000148,2025-04-06,157.0,1,0,21,565.65,1319.31,Control Panel
PM_000284,GEN_0030,2025-01-31,FAIL_000148,2025-04-06,65.0,1,1,-1,811.96,1319.31,Control Panel
PM_000285,GEN_0030,2025-04-19,FAIL_000149,2025-05-25,36.0,1,1,0,358.83,1586.74,Starter
PM_000286,GEN_0030,2025-07-25,,,,0,0,16,836.63,,
PM_000287,GEN_0030,2025-11-19,,,,0,0,15,493.22,,
PM_000288,GEN_0031,2023-02-08,FAIL_000150,2023-08-27,200.0,1,1,-5,718.91,1923.69,Starter
PM_000289,GEN_0031,2023-06-21,FAIL_000150,2023-08-27,67.0,1,0,8,337.19,1923.69,Starter
PM_000290,GEN_0031,2023-10-25,FAIL_000152,2024-05-17,205.0,1,1,3,745.49,1416.01,Control Panel
PM_000291,GEN_0031,2024-03-04,FAIL_000152,2024-05-17,74.0,1,0,8,1069.17,1416.01,Control Panel
PM_000292,GEN_0031,2024-07-06,FAIL_000153,2025-01-26,204.0,1,1,-3,970.77,1498.19,Cooling
PM_000293,GEN_0031,2024-11-15,FAIL_000153,2025-01-26,72.0,1,0,17,813.4,1498.19,Cooling
PM_000294,GEN_0031,2025-03-15,FAIL_000154,2025-04-19,35.0,1,0,12,528.77,1092.99,Oil
PM_000295,GEN_0031,2025-07-12,FAIL_000155,2025-09-20,70.0,1,1,0,583.7,1745.95,Oil
PM_000296,GEN_0031,2025-11-12,,,,0,0,15,933.1,,
PM_000297,GEN_0032,2023-02-18,FAIL_000156,2023-05-08,79.0,1,0,17,799.8,1600.03,Control Panel
PM_000298,GEN_0032,2023-06-02,FAIL_000157,2023-12-21,202.0,1,1,-5,408.28,1495.47,Alternator
PM_000299,GEN_0032,2023-10-12,FAIL_000157,2023-12-21,70.0,1,0,16,574.78,1495.47,Alternator
PM_000300,GEN_0032,2024-02-18,FAIL_000158,2024-04-03,45.0,1,1,3,818.52,970.72,Control Panel
PM_000301,GEN_0032,2024-07-04,FAIL_000159,2024-09-08,66.0,1,0,16,790.83,1254.8,Fuel
PM_000302,GEN_0032,2024-11-01,FAIL_000161,2025-05-12,192.0,1,0,8,591.26,1520.73,Control Panel
PM_000303,GEN_0032,2025-02-28,FAIL_000161,2025-05-12,73.0,1,0,11,741.69,1520.73,Control Panel
PM_000304,GEN_0032,2025-07-14,,,,0,0,13,861.62,,
PM_000305,GEN_0032,2025-12-10,,,,0,0,19,551.46,,
PM_000306,GEN_0033,2022-12-31,FAIL_000163,2023-02-25,56.0,1,1,-3,669.64,2024.04,Alternator
PM_000307,GEN_0033,2023-04-17,FAIL_000164,2024-11-01,564.0,1,1,5,769.27,264.46,Battery
PM_000308,GEN_0033,2023-08-08,FAIL_000164,2024-11-01,451.0,1,0,14,550.48,264.46,Battery
PM_000309,GEN_0033,2023-11-27,FAIL_000164,2024-11-01,340.0,1,0,25,784.7,264.46,Battery
PM_000310,GEN_0033,2024-03-10,FAIL_000164,2024-11-01,236.0,1,0,18,707.64,264.46,Battery
PM_000311,GEN_0033,2024-06-12,FAIL_000164,2024-11-01,142.0,1,1,-1,838.89,264.46,Battery
PM_000312,GEN_0033,2024-09-27,FAIL_000164,2024-11-01,35.0,1,1,5,468.31,264.46,Battery
PM_000313,GEN_0033,2024-12-27,FAIL_000165,2025-01-28,32.0,1,1,-2,677.84,1942.03,Oil
PM_000314,GEN_0033,2025-04-05,FAIL_000166,2025-06-10,66.0,1,1,5,552.39,1545.41,Alternator
PM_000315,GEN_0033,2025-07-23,FAIL_000167,2025-09-04,43.0,1,0,21,792.54,1134.92,Battery
PM_000316,GEN_0033,2025-11-12,FAIL_000169,2025-12-14,32.0,1,0,10,613.31,945.23,Battery
PM_000317,GEN_0034,2023-04-01,FAIL_000170,2024-05-10,405.0,1,0,19,674.3,1160.11,Cooling
PM_000318,GEN_0034,2023-07-09,FAIL_000170,2024-05-10,306.0,1,0,13,511.79,1160.11,Cooling
PM_000319,GEN_0034,2023-09-24,FAIL_000170,2024-05-10,229.0,1,1,-5,706.01,1160.11,Cooling
PM_000320,GEN_0034,2023-12-22,FAIL_000170,2024-05-10,140.0,1,1,1,690.64,1160.11,Cooling
PM_000321,GEN_0034,2024-04-11,FAIL_000170,2024-05-10,29.0,1,0,11,599.45,1160.11,Cooling
PM_000322,GEN_0034,2024-07-20,FAIL_000172,2024-09-16,58.0,1,1,6,723.54,1196.28,Control Panel
PM_000323,GEN_0034,2024-10-18,FAIL_000173,2025-03-15,148.0,1,0,9,679.49,1606.31,Cooling
PM_000324,GEN_0034,2025-01-30,FAIL_000173,2025-03-15,44.0,1,0,11,574.05,1606.31,Cooling
PM_000325,GEN_0034,2025-04-30,,,,0,1,-1,613.43,,
PM_000326,GEN_0034,2025-08-02,,,,0,1,0,535.31,,
PM_000327,GEN_0034,2025-11-14,,,,0,0,9,385.74,,
PM_000328,GEN_0035,2023-02-11,FAIL_000174,2023-07-02,141.0,1,1,6,719.66,1724.32,Battery
PM_000329,GEN_0035,2023-05-21,FAIL_000174,2023-07-02,42.0,1,1,-3,683.49,1724.32,Battery
PM_000330,GEN_0035,2023-08-05,FAIL_000176,2023-10-15,71.0,1,1,-3,399.8,1553.61,Alternator
PM_000331,GEN_0035,2023-11-12,FAIL_000177,2023-12-25,43.0,1,1,1,811.78,1292.49,Oil
PM_000332,GEN_0035,2024-02-24,FAIL_000178,2024-07-15,142.0,1,0,17,608.02,1212.62,Oil
PM_000333,GEN_0035,2024-05-20,FAIL_000178,2024-07-15,56.0,1,1,3,577.48,1212.62,Oil
PM_000334,GEN_0035,2024-09-13,FAIL_000179,2025-11-02,415.0,1,0,16,520.06,1654.07,Fuel
PM_000335,GEN_0035,2024-11-30,FAIL_000179,2025-11-02,337.0,1,1,-5,729.79,1654.07,Fuel
PM_000336,GEN_0035,2025-03-15,FAIL_000179,2025-11-02,232.0,1,0,8,829.52,1654.07,Fuel
PM_000337,GEN_0035,2025-06-15,FAIL_000179,2025-11-02,140.0,1,1,-3,734.36,1654.07,Fuel
PM_000338,GEN_0035,2025-09-12,FAIL_000179,2025-11-02,51.0,1,1,-1,595.0,1654.07,Fuel
PM_000339,GEN_0035,2025-12-12,,,,0,1,7,539.53,,
PM_000340,GEN_0036,2023-03-15,FAIL_000180,2024-01-09,300.0,1,1,-5,1046.75,1065.87,Battery
PM_000341,GEN_0036,2023-07-31,FAIL_000180,2024-01-09,162.0,1,1,6,742.63,1065.87,Battery
PM_000342,GEN_0036,2023-12-16,FAIL_000180,2024-01-09,24.0,1,0,20,729.12,1065.87,Battery
PM_000343,GEN_0036,2024-04-29,FAIL_000181,2024-06-13,45.0,1,0,18,735.87,780.62,Alternator
PM_000344,GEN_0036,2024-09-14,FAIL_000182,2024-12-03,80.0,1,0,18,861.01,1498.09,Oil
PM_000345,GEN_0036,2025-01-27,FAIL_000183,2025-04-17,80.0,1,0,8,693.01,1625.16,Oil
PM_000346,GEN_0036,2025-06-20,FAIL_000184,2025-08-02,43.0,1,0,17,698.28,1011.93,Cooling
PM_000347,GEN_0036,2025-10-23,FAIL_000185,2025-11-04,12.0,1,0,13,712.1,1347.44,Starter
PM_000348,GEN_0037,2023-03-25,FAIL_000186,2023-04-12,18.0,1,1,7,774.75,908.93,Fuel
PM_000349,GEN_0037,2023-06-26,FAIL_000187,2024-02-23,242.0,1,1,4,513.4,1148.02,Oil
PM_000350,GEN_0037,2023-10-01,FAIL_000187,2024-02-23,145.0,1,1,1,578.02,1148.02,Oil
PM_000351,GEN_0037,2024-01-02,FAIL_000187,2024-02-23,52.0,1,0,8,971.71,1148.02,Oil
PM_000352,GEN_0037,2024-04-11,FAIL_000189,2024-04-29,18.0,1,0,9,878.42,1001.33,Alternator
PM_000353,GEN_0037,2024-07-19,FAIL_000191,2025-06-18,334.0,1,1,-2,535.7,791.22,Battery
PM_000354,GEN_0037,2024-10-25,FAIL_000191,2025-06-18,236.0,1,0,19,778.16,791.22,Battery
PM_000355,GEN_0037,2025-02-09,FAIL_000191,2025-06-18,129.0,1,1,6,510.38,791.22,Battery
PM_000356,GEN_0037,2025-06-05,FAIL_000191,2025-06-18,13.0,1,0,14,708.15,791.22,Battery
PM_000357,GEN_0037,2025-09-21,FAIL_000193,2025-10-17,26.0,1,0,8,434.54,706.81,Fuel
PM_000358,GEN_0037,2025-12-29,,,,0,1,6,751.47,,
PM_000359,GEN_0038,2023-02-16,FAIL_000194,2023-12-13,300.0,1,0,13,418.75,1119.18,Fuel
PM_000360,GEN_0038,2023-05-19,FAIL_000194,2023-12-13,208.0,1,1,5,721.57,1119.18,Fuel
PM_000361,GEN_0038,2023-08-06,FAIL_000194,2023-12-13,129.0,1,1,-1,803.42,1119.18,Fuel
PM_000362,GEN_0038,2023-11-25,FAIL_000194,2023-12-13,18.0,1,0,13,328.75,1119.18,Fuel
PM_000363,GEN_0038,2024-03-19,FAIL_000195,2024-05-02,44.0,1,0,13,865.02,1161.46,Battery
PM_000364,GEN_0038,2024-05-31,FAIL_000196,2024-10-22,144.0,1,1,-5,740.62,1248.77,Cooling
PM_000365,GEN_0038,2024-09-26,FAIL_000196,2024-10-22,26.0,1,0,20,446.85,1248.77,Cooling
PM_000366,GEN_0038,2024-12-20,FAIL_000198,2025-07-09,201.0,1,1,1,555.83,1293.49,Alternator
PM_000367,GEN_0038,2025-03-13,FAIL_000198,2025-07-09,118.0,1,1,-2,651.6,1293.49,Alternator
PM_000368,GEN_0038,2025-06-30,FAIL_000198,2025-07-09,9.0,1,0,11,814.39,1293.49,Alternator
PM_000369,GEN_0038,2025-10-05,,,,0,0,8,614.39,,
PM_000370,GEN_0039,2023-02-02,FAIL_000199,2024-08-11,556.0,1,1,4,513.52,1144.16,Oil
PM_000371,GEN_0039,2023-05-07,FAIL_000199,2024-08-11,462.0,1,1,6,559.86,1144.16,Oil
PM_000372,GEN_0039,2023-08-17,FAIL_000199,2024-08-11,360.0,1,1,0,602.66,1144.16,Oil
PM_000373,GEN_0039,2023-12-10,FAIL_000199,2024-08-11,245.0,1,0,13,845.34,1144.16,Oil
PM_000374,GEN_0039,2024-03-09,FAIL_000199,2024-08-11,155.0,1,0,8,756.76,1144.16,Oil
PM_000375,GEN_0039,2024-06-19,FAIL_000199,2024-08-11,53.0,1,1,0,576.34,1144.16,Oil
PM_000376,GEN_0039,2024-09-10,FAIL_000200,2024-10-22,42.0,1,1,4,598.19,1241.06,Oil
PM_000377,GEN_0039,2024-11-22,FAIL_000201,2025-04-07,136.0,1,1,-5,398.32,1790.97,Starter
PM_000378,GEN_0039,2025-03-04,FAIL_000201,2025-04-07,34.0,1,0,18,802.16,1790.97,Starter
PM_000379,GEN_0039,2025-06-21,FAIL_000204,2025-11-23,155.0,1,0,17,828.71,1447.23,Battery
PM_000380,GEN_0039,2025-10-13,FAIL_000204,2025-11-23,41.0,1,0,12,735.92,1447.23,Battery
PM_000381,GEN_0040,2023-03-22,FAIL_000205,2023-12-28,281.0,1,1,-1,314.05,1056.18,Oil
PM_000382,GEN_0040,2023-07-04,FAIL_000205,2023-12-28,177.0,1,1,-5,728.56,1056.18,Oil
PM_000383,GEN_0040,2023-11-21,FAIL_000205,2023-12-28,37.0,1,0,28,618.92,1056.18,Oil
PM_000384,GEN_0040,2024-04-02,FAIL_000206,2024-09-19,170.0,1,1,2,227.21,911.12,Control Panel
PM_000385,GEN_0040,2024-08-14,FAIL_000206,2024-09-19,36.0,1,0,8,692.19,911.12,Control Panel
PM_000386,GEN_0040,2024-12-09,,,,0,1,-5,338.93,,
PM_000387,GEN_0040,2025-04-10,,,,0,1,0,544.65,,
PM_000388,GEN_0040,2025-08-24,,,,0,1,7,805.47,,
PM_000389,GEN_0041,2023-01-07,FAIL_000207,2024-08-03,574.0,1,1,-1,640.22,605.6,Fuel
PM_000390,GEN_0041,2023-04-25,FAIL_000207,2024-08-03,466.0,1,1,6,234.39,605.6,Fuel
PM_000391,GEN_0041,2023-07-10,FAIL_000207,2024-08-03,390.0,1,1,-5,647.83,605.6,Fuel
PM_000392,GEN_0041,2023-10-08,FAIL_000207,2024-08-03,300.0,1,1,-5,613.84,605.6,Fuel
PM_000393,GEN_0041,2024-01-03,FAIL_000207,2024-08-03,213.0,1,1,-2,506.07,605.6,Fuel
PM_000394,GEN_0041,2024-04-02,FAIL_000207,2024-08-03,123.0,1,1,1,570.47,605.6,Fuel
PM_000395,GEN_0041,2024-07-10,FAIL_000207,2024-08-03,24.0,1,0,8,861.71,605.6,Fuel
PM_000396,GEN_0041,2024-10-07,,,,0,1,4,834.11,,
PM_000397,GEN_0041,2024-12-23,,,,0,1,-5,555.22,,
PM_000398,GEN_0041,2025-03-14,,,,0,1,1,642.41,,
PM_000399,GEN_0041,2025-05-28,,,,0,1,-5,666.93,,
PM_000400,GEN_0041,2025-09-05,,,,0,0,21,563.49,,
PM_000401,GEN_0041,2025-12-08,,,,0,1,2,525.41,,
PM_000402,GEN_0042,2023-04-05,FAIL_000208,2023-04-25,20.0,1,0,8,553.44,1114.57,Cooling
PM_000403,GEN_0042,2023-07-22,FAIL_000209,2023-08-11,20.0,1,1,6,468.9,1737.64,Fuel
PM_000404,GEN_0042,2023-10-23,FAIL_000211,2023-12-03,41.0,1,1,-3,507.72,1313.49,Cooling
PM_000405,GEN_0042,2024-02-05,FAIL_000212,2025-03-15,404.0,1,1,5,615.72,964.53,Control Panel
PM_000406,GEN_0042,2024-04-28,FAIL_000212,2025-03-15,321.0,1,1,3,316.55,964.53,Control Panel
PM_000407,GEN_0042,2024-07-14,FAIL_000212,2025-03-15,244.0,1,1,-2,782.11,964.53,Control Panel
PM_000408,GEN_0042,2024-10-25,FAIL_000212,2025-03-15,141.0,1,0,8,492.02,964.53,Control Panel
PM_000409,GEN_0042,2025-02-05,FAIL_000212,2025-03-15,38.0,1,1,6,690.22,964.53,Control Panel
PM_000410,GEN_0042,2025-05-03,FAIL_000213,2025-06-17,45.0,1,1,-5,669.93,1974.82,Starter
PM_000411,GEN_0042,2025-07-25,,,,0,1,3,404.83,,
PM_000412,GEN_0042,2025-11-03,,,,0,0,9,439.54,,
PM_000413,GEN_0043,2023-02-17,FAIL_000214,2023-09-10,205.0,1,1,5,644.68,992.34,Starter
PM_000414,GEN_0043,2023-07-01,FAIL_000214,2023-09-10,71.0,1,0,13,464.33,992.34,Starter
PM_000415,GEN_0043,2023-10-22,FAIL_000215,2024-03-30,160.0,1,1,3,933.82,1382.14,Battery
PM_000416,GEN_0043,2024-03-08,FAIL_000215,2024-03-30,22.0,1,0,10,421.46,1382.14,Battery
PM_000417,GEN_0043,2024-07-31,FAIL_000216,2025-02-04,188.0,1,0,13,787.09,1360.75,Battery
PM_000418,GEN_0043,2024-12-02,FAIL_000216,2025-02-04,64.0,1,1,2,838.03,1360.75,Battery
PM_000419,GEN_0043,2025-04-06,FAIL_000217,2025-09-19,166.0,1,1,3,629.53,1386.52,Oil
PM_000420,GEN_0043,2025-08-10,FAIL_000217,2025-09-19,40.0,1,0,13,565.2,1386.52,Oil
PM_000421,GEN_0043,2025-12-25,,,,0,0,9,495.25,,
PM_000422,GEN_0044,2023-01-31,FAIL_000218,2023-05-14,103.0,1,0,12,773.68,1757.98,Oil
PM_000423,GEN_0044,2023-06-03,FAIL_000219,2024-07-22,415.0,1,0,10,443.2,2199.81,Battery
PM_000424,GEN_0044,2023-10-20,FAIL_000219,2024-07-22,276.0,1,0,15,422.63,2199.81,Battery
PM_000425,GEN_0044,2024-02-12,FAIL_000219,2024-07-22,161.0,1,1,4,208.21,2199.81,Battery
PM_000426,GEN_0044,2024-06-04,FAIL_000219,2024-07-22,48.0,1,1,-2,533.19,2199.81,Battery
PM_000427,GEN_0044,2024-10-03,FAIL_000220,2024-11-22,50.0,1,0,10,788.72,1249.95,Oil
PM_000428,GEN_0044,2025-02-20,FAIL_000221,2025-03-18,26.0,1,0,15,733.46,1340.48,Control Panel
PM_000429,GEN_0044,2025-06-28,FAIL_000222,2025-09-11,75.0,1,1,1,525.1,1462.87,Cooling
PM_000430,GEN_0044,2025-11-07,FAIL_000224,2025-12-30,53.0,1,0,14,441.75,1643.46,Control Panel
PM_000431,GEN_0045,2023-02-22,FAIL_000225,2025-01-25,703.0,1,1,1,286.26,723.76,Battery
PM_000432,GEN_0045,2023-05-28,FAIL_000225,2025-01-25,608.0,1,0,14,592.35,723.76,Battery
PM_000433,GEN_0045,2023-08-25,FAIL_000225,2025-01-25,519.0,1,1,-3,724.93,723.76,Battery
PM_000434,GEN_0045,2023-11-12,FAIL_000225,2025-01-25,440.0,1,1,1,409.86,723.76,Battery
PM_000435,GEN_0045,2024-02-20,FAIL_000225,2025-01-25,340.0,1,1,4,709.88,723.76,Battery
PM_000436,GEN_0045,2024-05-29,FAIL_000225,2025-01-25,241.0,1,1,5,645.44,723.76,Battery
PM_000437,GEN_0045,2024-08-30,FAIL_000225,2025-01-25,148.0,1,1,6,582.62,723.76,Battery
PM_000438,GEN_0045,2024-12-04,FAIL_000225,2025-01-25,52.0,1,1,6,536.4,723.76,Battery
PM_000439,GEN_0045,2025-03-18,FAIL_000228,2025-04-25,38.0,1,0,12,744.45,1199.03,Alternator
PM_000440,GEN_0045,2025-06-11,FAIL_000229,2025-10-22,133.0,1,1,-5,486.26,388.21,Fuel
PM_000441,GEN_0045,2025-09-23,FAIL_000229,2025-10-22,29.0,1,0,8,715.03,388.21,Fuel
PM_000442,GEN_0045,2025-12-22,,,,0,0,10,758.16,,
PM_000443,GEN_0046,2023-02-15,FAIL_000230,2023-03-25,38.0,1,1,-4,574.92,788.73,Battery
PM_000444,GEN_0046,2023-05-21,FAIL_000232,2024-05-17,362.0,1,1,-3,603.69,844.56,Fuel
PM_000445,GEN_0046,2023-09-10,FAIL_000232,2024-05-17,250.0,1,0,17,495.63,844.56,Fuel
PM_000446,GEN_0046,2024-01-10,FAIL_000232,2024-05-17,128.0,1,0,20,471.42,844.56,Fuel
PM_000447,GEN_0046,2024-04-20,FAIL_000232,2024-05-17,27.0,1,0,13,1004.74,844.56,Fuel
PM_000448,GEN_0046,2024-07-20,FAIL_000233,2024-12-13,146.0,1,1,2,468.08,939.53,Battery
PM_000449,GEN_0046,2024-11-01,FAIL_000233,2024-12-13,42.0,1,0,25,456.84,939.53,Battery
PM_000450,GEN_0046,2025-01-24,FAIL_000234,2025-04-04,70.0,1,1,1,414.68,1224.52,Cooling
PM_000451,GEN_0046,2025-04-20,,,,0,1,2,532.49,,
PM_000452,GEN_0046,2025-08-06,,,,0,0,16,384.6,,
PM_000453,GEN_0046,2025-10-23,,,,0,1,0,475.18,,
PM_000454,GEN_0047,2023-01-30,FAIL_000235,2024-09-02,581.0,1,0,27,1224.0,1288.12,Alternator
PM_000455,GEN_0047,2023-06-25,FAIL_000235,2024-09-02,435.0,1,0,14,484.7,1288.12,Alternator
PM_000456,GEN_0047,2023-10-24,FAIL_000235,2024-09-02,314.0,1,1,5,578.62,1288.12,Alternator
PM_000457,GEN_0047,2024-03-07,FAIL_000235,2024-09-02,179.0,1,1,5,819.61,1288.12,Alternator
PM_000458,GEN_0047,2024-08-02,FAIL_000235,2024-09-02,31.0,1,0,17,638.73,1288.12,Alternator
PM_000459,GEN_0047,2024-12-13,FAIL_000236,2025-09-10,271.0,1,0,17,733.61,688.63,Oil
PM_000460,GEN_0047,2025-04-07,FAIL_000236,2025-09-10,156.0,1,1,-5,627.12,688.63,Oil
PM_000461,GEN_0047,2025-08-07,FAIL_000236,2025-09-10,34.0,1,1,2,894.47,688.63,Oil
PM_000462,GEN_0047,2025-11-28,,,,0,1,0,506.98,,
PM_000463,GEN_0048,2023-02-08,FAIL_000237,2023-11-28,293.0,1,1,-1,378.72,1076.48,Control Panel
PM_000464,GEN_0048,2023-05-14,FAIL_000237,2023-11-28,198.0,1,1,-5,734.33,1076.48,Control Panel
PM_000465,GEN_0048,2023-08-11,FAIL_000237,2023-11-28,109.0,1,1,4,418.26,1076.48,Control Panel
PM_000466,GEN_0048,2023-11-11,FAIL_000237,2023-11-28,17.0,1,1,3,586.7,1076.48,Control Panel
PM_000467,GEN_0048,2024-02-04,FAIL_000238,2024-04-20,76.0,1,1,-5,666.39,1509.92,Cooling
PM_000468,GEN_0048,2024-05-18,FAIL_000239,2025-07-25,433.0,1,1,4,479.15,1026.2,Starter
PM_000469,GEN_0048,2024-08-09,FAIL_000239,2025-07-25,350.0,1,1,-2,661.94,1026.2,Starter
PM_000470,GEN_0048,2024-11-20,FAIL_000239,2025-07-25,247.0,1,0,9,623.45,1026.2,Starter
PM_000471,GEN_0048,2025-03-05,FAIL_000239,2025-07-25,142.0,1,1,5,426.15,1026.2,Starter
PM_000472,GEN_0048,2025-06-23,FAIL_000239,2025-07-25,32.0,1,0,13,732.16,1026.2,Starter
PM_000473,GEN_0048,2025-09-12,,,,0,1,-5,839.92,,
PM_000474,GEN_0048,2025-12-19,,,,0,0,9,436.36,,
PM_000475,GEN_0049,2023-03-07,FAIL_000240,2023-04-25,49.0,1,0,18,673.5,1461.59,Control Panel
PM_000476,GEN_0049,2023-07-12,FAIL_000241,2024-01-06,178.0,1,1,1,736.66,2374.15,Starter
PM_000477,GEN_0049,2023-11-09,FAIL_000241,2024-01-06,58.0,1,0,9,787.75,2374.15,Starter
PM_000478,GEN_0049,2024-03-13,FAIL_000242,2024-04-16,34.0,1,1,7,983.3,1315.75,Oil
PM_000479,GEN_0049,2024-07-11,FAIL_000243,2025-01-14,187.0,1,1,-5,1075.26,1339.96,Fuel
PM_000480,GEN_0049,2024-11-14,FAIL_000243,2025-01-14,61.0,1,1,5,724.76,1339.96,Fuel
PM_000481,GEN_0049,2025-03-21,,,,0,1,-2,945.08,,
PM_000482,GEN_0049,2025-08-03,,,,0,1,5,476.9,,
PM_000483,GEN_0049,2025-11-22,,,,0,1,3,614.22,,
PM_000484,GEN_0050,2023-04-23,FAIL_000244,2023-07-04,72.0,1,0,13,393.46,1164.63,Fuel
PM_000485,GEN_0050,2023-09-12,FAIL_000245,2024-07-17,309.0,1,0,16,534.2,1194.77,Control Panel
PM_000486,GEN_0050,2024-01-13,FAIL_000245,2024-07-17,186.0,1,0,14,923.79,1194.77,Control Panel
PM_000487,GEN_0050,2024-06-03,FAIL_000245,2024-07-17,44.0,1,0,11,482.56,1194.77,Control Panel
PM_000488,GEN_0050,2024-10-30,FAIL_000248,2024-11-29,30.0,1,0,19,1027.97,814.7,Fuel
PM_000489,GEN_0050,2025-02-22,FAIL_000249,2025-05-07,74.0,1,1,7,698.46,2203.76,Alternator
PM_000490,GEN_0050,2025-07-03,,,,0,0,8,597.74,,
PM_000491,GEN_0050,2025-10-25,,,,0,1,-5,259.65,,
PM_000492,GEN_0051,2023-04-17,FAIL_000250,2023-06-18,62.0,1,0,21,552.03,1340.53,Fuel
PM_000493,GEN_0051,2023-08-26,FAIL_000251,2023-11-09,75.0,1,0,14,864.33,1095.08,Alternator
PM_000494,GEN_0051,2024-01-19,FAIL_000252,2024-02-04,16.0,1,0,22,815.69,1213.53,Alternator
PM_000495,GEN_0051,2024-05-26,FAIL_000254,2024-06-28,33.0,1,0,10,670.38,729.9,Control Panel
PM_000496,GEN_0051,2024-10-06,FAIL_000255,2025-07-17,284.0,1,0,13,726.77,1568.32,Starter
PM_000497,GEN_0051,2025-02-02,FAIL_000255,2025-07-17,165.0,1,0,10,643.81,1568.32,Starter
PM_000498,GEN_0051,2025-06-07,FAIL_000255,2025-07-17,40.0,1,1,2,441.79,1568.32,Starter
PM_000499,GEN_0051,2025-10-03,FAIL_000256,2025-11-06,34.0,1,0,10,703.46,1930.63,Starter
PM_000500,GEN_0052,2023-04-28,FAIL_000258,2023-05-28,30.0,1,0,18,927.47,1402.73,Control Panel
PM_000501,GEN_0052,2023-08-15,FAIL_000261,2024-04-11,240.0,1,1,-5,383.52,1841.93,Starter
PM_000502,GEN_0052,2024-01-01,FAIL_000261,2024-04-11,101.0,1,0,8,934.37,1841.93,Starter
PM_000503,GEN_0052,2024-05-14,FAIL_000262,2024-06-25,42.0,1,1,5,431.54,1091.16,Alternator
PM_000504,GEN_0052,2024-09-19,FAIL_000264,2024-11-24,66.0,1,0,14,643.78,1115.67,Alternator
